"Üksuse kood";"Üksus";"Väärtus";
"8341";"Triginä küla";"0";
"8343";"Treski küla";"94";
"8353";"Tromsi küla";"78";
"8355";"Tsergondõ küla";"92";
"8356";"Truuta küla";"0";
"8363";"Tsirgu küla";"0";
"8365";"Tsirguliina alevik";"98";
"8366";"Tsirgupalu küla";"0";
"8416";"Tuplova küla";"0";
"8458";"Tuuliku küla";"0";
"8459";"Tuulova küla";"0";
"8491";"Tõlliste küla";"78";
"9445";"Vodi küla";"100";
"9458";"Voki küla";"0";
"9464";"Voorbahi küla";"94";
"9484";"Voropi küla";"75";
"9511";"Võiardi küla";"4";
"9527";"Võika küla";"25";
"9564";"Võlsi küla";"34";
"9567";"Võmmorski küla";"100";
"9571";"Võpolsova küla";"89";
"9585";"Võrumõisa küla";"92";
"9588";"Võrusoo küla";"100";
"9664";"Vändra küla";"13";
"9672";"Värska alevik";"100";
"9699";"Õlatu küla";"25";
"8170";"Taudsa küla";"0";
"0265";"Järve linnaosa";"70";
"0296";"Keila linn";"54";
"0897";"Viljandi linn";"56";
"1408";"Assaku alevik";"39";
"1410";"Assamalla küla";"97";
"1413";"Assikvere küla";"90";
"1418";"Astuvere küla";"0";
"1421";"Laiksaare küla";"68";
"1429";"Asva küla";"100";
"1433";"Atika küla";"73";
"1437";"Atla küla";"92";
"1440";"Atra küla";"74";
"1441";"Ataste küla";"89";
"1443";"Atsalama küla";"77";
"1447";"Auaste küla";"20";
"1449";"Aude küla";"0";
"1450";"Audevälja küla";"80";
"1453";"Audjassaare küla";"0";
"1455";"Audla küla";"81";
"1510";"Eametsa küla";"100";
"1513";"Eassalu küla";"0";
"1516";"Eavere küla";"16";
"1531";"Eerma küla";"100";
"1533";"Eerikvere küla";"5";
"1534";"Taga-Roostoja küla";"0";
"1536";"Eesküla";"38";
"1539";"Eesnurga küla";"34";
"1543";"Ehavere küla";"0";
"1546";"Ehmja küla";"0";
"1550";"Eidapere alevik";"100";
"1556";"Einbi küla / Enby";"0";
"1559";"Eipri küla";"7";
"1564";"Eiste küla";"0";
"1567";"Eistvere küla";"0";
"1570";"Eivere küla";"74";
"1571";"Elbiku küla / Ölbäck";"0";
"2025";"Iisaku alevik";"97";
"2033";"Ilbaku küla";"0";
"2036";"Ilistvere küla";"0";
"2039";"Illi küla";"65";
"2042";"Illuka küla";"82";
"2045";"Illurma küla";"33";
"2046";"Ilmastalu küla";"0";
"2048";"Ilmandu küla";"99";
"2049";"Ilmatsalu küla";"37";
"2050";"Ilmatsalu alevik";"100";
"2051";"Ilmaste küla";"100";
"2056";"Ilpla küla";"88";
"2062";"Ilvese küla";"90";
"2068";"Imastu küla";"56";
"2071";"Imatu küla";"0";
"2073";"Imavere küla";"91";
"2074";"Imavere küla";"0";
"2076";"Imste küla";"0";
"2079";"Imukvere küla";"0";
"2080";"Imukvere küla";"0";
"2081";"Inda küla";"53";
"2084";"Ingküla";"0";
"2087";"Ingliste küla";"79";
"1458";"Audru alevik";"100";
"1461";"Auksi küla";"63";
"1463";"Auküla";"0";
"1469";"Aulepa küla / Dirslätt";"0";
"1472";"Auvere küla";"28";
"1476";"Avanduse küla";"94";
"1478";"Avaste küla";"0";
"1481";"Avinurme alevik";"43";
"1484";"Avispea küla";"85";
"1489";"Beresje küla";"100";
"1493";"Borrby küla";"0";
"1502";"Diby küla";"0";
"1505";"Dirhami küla / Derhamn";"0";
"1506";"Eametsa küla";"0";
"3511";"Krüüdneri küla";"0";
"3514";"Kudani küla / Gutanäs";"0";
"3518";"Kudina küla";"0";
"3523";"Kuhjavere küla";"0";
"3524";"Kuhu küla";"0";
"3526";"Kuiaru küla";"0";
"3529";"Kuiavere küla";"76";
"3544";"Kuiste küla";"0";
"3546";"Kuivajõe küla";"100";
"3549";"Kuivastu küla";"60";
"3550";"Kuke küla";"0";
"3552";"Kuke küla";"0";
"3553";"Kukepala küla";"0";
"3554";"Kukevere küla";"0";
"3557";"Kukka küla";"0";
"3562";"Kukruse küla";"100";
"3564";"Kuksema küla";"66";
"3569";"Kuku küla";"55";
"3572";"Kukulinna küla";"88";
"3576";"Kulja küla";"0";
"3577";"Kulina küla";"83";
"3580";"Kulla küla";"93";
"3582";"Kullaaru küla";"100";
"3585";"Kullaga küla";"67";
"3587";"Kullamaa küla";"81";
"3590";"Kullametsa küla";"36";
"3592";"Kullenga küla";"77";
"3593";"Kulli küla";"100";
"3595";"Kulli küla";"86";
"3600";"Kullimaa küla";"0";
"3603";"Kulna küla";"0";
"3605";"Kuluse küla";"60";
"3606";"Kumma küla";"0";
"3608";"Kumna küla";"75";
"3611";"Kungi küla";"95";
"3614";"Kungla küla";"60";
"3616";"Kunila küla";"0";
"3617";"Kuninga küla";"50";
"3619";"Kuninga küla";"0";
"3621";"Kuningaküla";"0";
"3624";"Kuningamäe küla";"58";
"3625";"Kuninguste küla";"43";
"3626";"Kuningvere küla";"100";
"3627";"Kunsu küla";"36";
"3630";"Kupu küla";"100";
"3633";"Kureküla";"100";
"3639";"Kurelaane küla";"40";
"3676";"Kurista küla";"85";
"3677";"Kurista küla";"65";
"3679";"Kurisu küla";"0";
"3680";"Kuriste küla";"0";
"3682";"Kurkse küla";"0";
"3684";"Kurla küla";"0";
"3687";"Kurna küla";"92";
"3690";"Kurnuvere küla";"0";
"3691";"Kursi küla";"0";
"3692";"Kurtna küla";"100";
"3693";"Kursi küla";"73";
"3694";"Kursi küla";"79";
"3696";"Kurtna küla";"93";
"3697";"Kurtna küla";"100";
"2500";"Kaeva küla";"21";
"2504";"Kaguvere küla";"13";
"2506";"Kagavere küla";"78";
"2509";"Kahala küla";"92";
"4291";"Lepiku küla";"83";
"4292";"Lepiku küla";"0";
"4293";"Lepiku küla";"0";
"4294";"Lepna alevik";"99";
"4296";"Lepplaane küla";"0";
"4720";"Madise küla";"0";
"4722";"Madise küla";"0";
"4725";"Maeru küla";"38";
"4727";"Maetsma küla";"0";
"4728";"Mahlamäe küla";"100";
"4733";"Mahtra küla";"97";
"4739";"Maidla küla";"66";
"4740";"Maidla küla";"88";
"4741";"Maidla küla";"94";
"4742";"Maikse küla";"0";
"4743";"Maima küla";"100";
"4749";"Majala küla";"0";
"4751";"Makita küla";"81";
"4753";"Malda küla";"97";
"4758";"Mallavere küla";"73";
"4763";"Maltsa küla";"0";
"4765";"Malvaste küla";"0";
"4766";"Mangu küla";"0";
"4769";"Mammaste küla";"0";
"4771";"Manija küla";"0";
"4774";"Mannare küla";"84";
"4775";"Manni küla";"100";
"4776";"Manniva küla";"62";
"4779";"Maramaa küla";"75";
"4782";"Marana küla";"45";
"4787";"Marina küla";"0";
"4788";"Marguse küla";"80";
"4789";"Marjamäe küla";"13";
"4792";"Marksa küla";"100";
"4794";"Marna küla";"7";
"4796";"Martna küla";"100";
"4799";"Martsa küla";"95";
"4802";"Maru küla";"0";
"4803";"Masa küla";"100";
"4807";"Massu küla";"0";
"4808";"Massu küla";"100";
"4811";"Masti küla";"79";
"4814";"Matapera küla";"52";
"4816";"Matjama küla";"91";
"4819";"Matka küla";"0";
"5017";"Muksi küla";"0";
"5020";"Mulgi küla";"0";
"5023";"Mullavere küla";"61";
"5028";"Munalaskme küla";"57";
"5031";"Munsi küla";"100";
"5034";"Muraja küla";"0";
"5036";"Muraka küla";"15";
"5039";"Muraste küla";"90";
"5044";"Muratsi küla";"99";
"5046";"Muri küla";"92";
"5047";"Muri küla";"100";
"5049";"Muriste küla";"0";
"5052";"Metsaküla";"96";
"5053";"Murru küla";"0";
"5055";"Muru küla";"24";
"5061";"Mustakurmu küla";"27";
"5065";"Mustametsa küla";"81";
"5067";"Mustanina küla";"32";
"5070";"Mustapali küla";"0";
"5072";"Mustaru küla";"47";
"5075";"Mustivere küla";"93";
"5082";"Mustjõe küla";"26";
"5083";"Mustla küla";"38";
"5084";"Mustla alevik";"100";
"5085";"Mustla küla";"0";
"5087";"Mustla küla";"0";
"5088";"Mustmätta küla";"100";
"5090";"Mustla-Nõmme küla";"38";
"5093";"Mustu küla";"0";
"5097";"Mustvee linn";"100";
"5801";"Paatsalu küla";"86";
"5802";"Pada-Aruküla";"0";
"5804";"Pada küla";"100";
"5805";"Padaküla";"0";
"5807";"Padakõrve küla";"0";
"5809";"Padari küla";"0";
"5812";"Padise küla";"91";
"5814";"Padu küla";"92";
"5817";"Paduvere küla";"18";
"5820";"Pae küla";"78";
"5821";"Pae küla";"0";
"5824";"Paekna küla";"94";
"5826";"Paeküla";"56";
"5828";"Paelama küla";"0";
"5831";"Paenase küla";"0";
"5833";"Paenasti küla";"0";
"5841";"Pagari küla";"97";
"5845";"Pagasi küla";"0";
"5849";"Pahavalla küla";"100";
"5854";"Pahkla küla";"72";
"5859";"Pahuvere küla";"73";
"5860";"Paide linn";"16";
"5864";"Paikuse alev";"56";
"5868";"Paimala küla";"0";
"5869";"Paimvere küla";"63";
"5870";"Painküla";"90";
"5872";"Paistu küla";"91";
"5875";"Paisumaa küla";"0";
"6109";"Peraküla";"0";
"6111";"Perametsa küla";"0";
"6113";"Pereküla";"0";
"6117";"Peressaare küla";"0";
"6122";"Perila küla";"53";
"6125";"Perjatsi küla";"74";
"6127";"Permisküla";"0";
"6131";"Petaaluse küla";"77";
"6134";"Pibari küla";"0";
"6135";"Piha küla";"35";
"6140";"Pihali küla";"80";
"6153";"Pihtla küla";"97";
"6158";"Piibe küla";"0";
"6172";"Piilse küla";"0";
"6174";"Piilsi küla";"0";
"6177";"Piilu küla";"25";
"6182";"Piira küla";"87";
"6184";"Piiri küla";"100";
"6185";"Piiri küla";"0";
"6189";"Piirivarbe küla";"95";
"5878";"Pajaka küla";"81";
"5880";"Paju küla";"18";
"5882";"Paju-Kurdla küla";"100";
"5884";"Pajualuse küla";"67";
"5886";"Pajukurmu küla";"24";
"5889";"Pajumaa küla";"50";
"5891";"Pajupea küla";"0";
"5894";"Pajusi küla";"72";
"5896";"Pajusti alevik";"95";
"6905";"Rehemäe küla";"87";
"6908";"Reigi küla";"72";
"6910";"Reikama küla";"0";
"6913";"Reina küla";"0";
"6915";"Reinevere küla";"0";
"6918";"Reinu küla";"6";
"6921";"Reinumurru küla";"30";
"6925";"Reiu küla";"96";
"6927";"Remniku küla";"0";
"6930";"Reo küla";"100";
"6932";"Reola küla";"84";
"6935";"Reolasoo küla";"0";
"6937";"Reonda küla";"33";
"6940";"Reopalu küla";"100";
"6946";"Reti küla";"0";
"6948";"Retla küla";"2";
"6953";"Ridaküla";"15";
"6954";"Ridaküla";"19";
"6955";"Ridaküla";"100";
"6956";"Ridaküla";"93";
"6959";"Parila küla";"100";
"6960";"Ridala küla";"96";
"6961";"Ridase küla";"100";
"6962";"Ridalepa küla";"7";
"6974";"Riiassaare küla";"0";
"6976";"Riidaja küla";"92";
"6979";"Riidaku küla";"90";
"6981";"Riidamäe küla";"0";
"6984";"Riidma küla";"17";
"7286";"Saare küla";"0";
"7287";"Saare küla";"100";
"7289";"Saareküla";"0";
"6469";"Putu küla";"0";
"6472";"Puugi küla";"75";
"6479";"Puurmani alevik";"100";
"6483";"Puusepa küla";"42";
"6488";"Põdra küla";"64";
"6491";"Põdrangu küla";"0";
"6493";"Põdruse küla";"92";
"6496";"Põgari-Sassi küla";"0";
"6499";"Põhara küla";"68";
"6902";"Rehemetsa küla";"0";
"8502";"Tõnija küla";"0";
"8504";"Tõnissaare küla";"92";
"8507";"Tõnuküla";"58";
"8509";"Tõnumaa küla";"72";
"8510";"Tõrdu küla";"0";
"8512";"Tõravere alevik";"76";
"8515";"Tõrenurme küla";"30";
"8516";"Tõre küla";"0";
"8518";"Tõrma küla";"0";
"8520";"Tõrma küla";"90";
"8522";"Tõrreküla";"0";
"9300";"Viisli küla";"0";
"9302";"Viisu küla";"97";
"9305";"Viisuküla";"76";
"9311";"Viitna küla";"76";
"9314";"Viivikonna küla";"100";
"9318";"Vikipalu küla";"37";
"9323";"Vilama küla";"0";
"9328";"Vilidu küla";"0";
"9331";"Vilimeeste küla";"74";
"9333";"Vilina küla";"27";
"9336";"Vilita küla";"0";
"9338";"Vilivalla küla";"0";
"9339";"Vilivalla küla";"0";
"9340";"Valgu-Vanamõisa küla";"54";
"9341";"Vilivere küla";"81";
"9343";"Vilkla küla";"99";
"9344";"Villa küla";"100";
"9347";"Villakvere küla";"0";
"9352";"Villevere küla";"0";
"9359";"Vilta küla";"50";
"9360";"Viltina küla";"0";
"9362";"Vilumäe küla";"80";
"9364";"Vilusi küla";"100";
"9367";"Vilussaare küla";"43";
"9372";"Viluvere küla";"77";
"9375";"Vinni alevik";"100";
"9379";"Viraksaare küla";"100";
"9380";"Vintse küla";"0";
"9385";"Virla küla";"0";
"9388";"Virtsu alevik";"98";
"9389";"Virtsu küla";"0";
"9401";"Viruküla";"25";
"9404";"Virulase küla";"35";
"9406";"Virunurme küla";"0";
"9409";"Viruvere küla";"100";
"9417";"Viskla küla";"41";
"9419";"Visnapuu küla";"46";
"9422";"Vissi küla";"63";
"9423";"Vissi küla";"95";
"9425";"Vissuvere küla";"65";
"9426";"Vissuvere küla";"85";
"9429";"Vistla küla";"100";
"9430";"Visusti küla";"0";
"9431";"Visusti küla";"0";
"9432";"Vitsiku küla";"84";
"9434";"Viti küla";"99";
"9437";"Vitsjärve küla";"92";
"8382";"Tubala küla";"0";
"8388";"Tudre küla";"0";
"8390";"Tudu alevik";"0";
"8393";"Tudulinna alevik";"0";
"0298";"Kesklinna linnaosa";"98";
"0339";"Kristiine linnaosa";"96";
"0340";"Kukruse linnaosa";"100";
"1310";"Apandiku küla";"91";
"1312";"Aovere küla";"78";
"1314";"Arase küla";"0";
"1315";"Araski küla";"0";
"1316";"Aranküla";"60";
"1319";"Araste küla";"0";
"1321";"Arava küla";"0";
"1324";"Aravere küla";"0";
"1326";"Aravete alevik";"100";
"1329";"Aravu küla";"28";
"1331";"Aravuse küla";"0";
"1334";"Arbavere küla";"18";
"1337";"Ardla küla";"17";
"1340";"Ardu alevik";"100";
"1344";"Are alevik";"85";
"1345";"Aresi küla";"95";
"1346";"Are küla";"0";
"1348";"Ariste küla";"100";
"1351";"Arisvere küla";"0";
"1354";"Arjadi küla";"0";
"1356";"Arjassaare küla";"12";
"1357";"Arju küla";"100";
"1359";"Arkma küla";"75";
"1362";"Arkna küla";"95";
"1363";"Aru küla";"0";
"1364";"Aru küla";"0";
"1365";"Aruaia küla";"54";
"1366";"Aruküla";"100";
"1367";"Aruaru küla";"59";
"1368";"Aruküla";"0";
"1370";"Arukse küla";"95";
"6115";"Perdaku küla";"100";
"6120";"Peri küla";"0";
"6128";"Petrakuudi küla";"0";
"6143";"Pihke küla";"0";
"6186";"Piiri küla";"76";
"6347";"Pragi küla";"27";
"6352";"Prange küla";"100";
"6365";"Priipalu küla";"0";
"6376";"Pritsi küla";"100";
"6408";"Puide küla";"58";
"6411";"Puiga küla";"0";
"6412";"Puista küla";"0";
"6417";"Puka alevik";"100";
"6430";"Pulli küla";"0";
"6431";"Punakülä küla";"100";
"6461";"Puskaru küla";"77";
"6474";"Puugnitsa küla";"100";
"6477";"Puuri küla";"94";
"6482";"Puusepa küla";"57";
"6484";"Puutli küla";"0";
"6919";"Reinu küla";"0";
"6938";"Resto küla";"0";
"6943";"Restu küla";"52";
"7000";"Rimmi küla";"55";
"7005";"Ringiste küla";"6";
"7018";"Risttee küla";"90";
"7045";"Rokina küla";"100";
"7053";"Roobe küla";"88";
"7071";"Roosi küla";"5";
"7073";"Roosiku küla";"0";
"7078";"Roosisaare küla";"0";
"7098";"Rosma küla";"97";
"7928";"Säpina küla";"100";
"7930";"Sänna küla / Sännä";"37";
"7933";"Säre küla";"36";
"7981";"Süvahavva küla";"28";
"7993";"Taagepera küla";"100";
"8370";"Tsirksi küla";"7";
"8372";"Tsolgo küla";"0";
"8375";"Tsumba küla";"100";
"8376";"Tsolli küla";"65";
"8378";"Tsooru küla";"85";
"8379";"Tsutsu küla";"0";
"8385";"Tuderna küla";"0";
"8529";"Tõrva linn";"91";
"8546";"Tõutsi küla";"96";
"8574";"Tännassilma küla";"90";
"8584";"Tääglova küla";"69";
"8601";"Tüütsmäe küla";"0";
"9326";"Vilaski küla";"50";
"9346";"Villa küla";"0";
"9369";"Viluste küla";"80";
"9373";"Vinski küla";"0";
"9377";"Vinso küla";"67";
"9384";"Viro küla";"0";
"9391";"Viru küla";"0";
"9414";"Visela küla";"0";
"9440";"Vivva küla";"33";
"1376";"Arula küla";"32";
"1378";"Arumetsa küla";"46";
"2029";"Ikla küla";"93";
"2053";"Ilmjärve küla";"76";
"2082";"Indra küla";"0";
"2463";"Kabli küla";"100";
"2512";"Kahkva küla";"81";
"2514";"Kahkva küla";"95";
"2515";"Kahro küla";"38";
"2516";"Kahrila-Mustahamba küla";"0";
"2535";"Kaika küla";"4";
"3567";"Kuksina küla";"88";
"3575";"Kuldre küla";"94";
"3589";"Kullamäe küla";"0";
"3596";"Kulli küla";"49";
"3609";"Kundruse küla";"100";
"3629";"Kunksilla küla";"81";
"3649";"Kurenurme küla";"61";
"3663";"Kurevere küla";"77";
"3701";"Kusnetsova küla";"100";
"3704";"Kusma küla";"0";
"3706";"Kuuda küla";"0";
"3750";"Kõivsaare küla";"0";
"4203";"Lehemetsa küla";"0";
"4240";"Leiso küla";"0";
"4286";"Lepassaare küla";"95";
"4297";"Lepä küla";"100";
"4721";"Madise küla";"57";
"4730";"Magari küla";"88";
"4746";"Majaka küla";"24";
"4750";"Majala küla";"100";
"4760";"Mallika küla";"0";
"4784";"Marga küla";"54";
"4785";"Marinova küla";"0";
"4798";"Martsina küla";"0";
"4804";"Masluva küla";"50";
"4805";"Massiaru küla";"97";
"4837";"Meegaste küla";"14";
"4839";"Meegomäe küla";"95";
"5024";"Muna küla";"0";
"5059";"Mustajõe küla";"0";
"5071";"Mustassaare küla";"0";
"5077";"Mustja küla";"18";
"5096";"Mustumetsa küla";"0";
"5706";"Orajõe küla";"76";
"5708";"Orava küla";"100";
"5731";"Oro küla";"100";
"5734";"Ortuma küla";"0";
"5746";"Ostrova küla";"0";
"5749";"Osula küla";"94";
"5752";"Otepää küla";"100";
"5755";"Otepää linn";"100";
"5766";"Otsa küla";"91";
"5857";"Pahtpää küla";"86";
"5862";"Paidra küla";"0";
"5881";"Paju küla";"93";
"6103";"Penu küla";"37";
"6106";"Penuja küla";"0";
"6107";"Peraküla";"0";
"5728";"Orjaku küla";"0";
"5737";"Oru küla";"70";
"5738";"Oru küla";"89";
"5741";"Orutaguse küla";"0";
"5743";"Osmussaare küla / Odensholm";"0";
"5756";"Oti küla";"0";
"5757";"Oti küla";"97";
"5758";"Oti küla";"71";
"5761";"Otiku küla";"0";
"5763";"Otiküla";"0";
"5769";"Otslava küla";"0";
"5774";"Paadenurme küla";"0";
"5776";"Paadrema küla";"0";
"5779";"Paaduotsa küla";"0";
"5781";"Paaksima küla";"0";
"5784";"Paali küla";"65";
"8549";"Tõõrakõrve küla";"0";
"8551";"Tõõraste küla";"100";
"8555";"Tähemaa küla";"58";
"8558";"Tähkvere küla";"0";
"8560";"Tähtvere küla";"100";
"8563";"Täkumetsa küla";"73";
"8566";"Tällevere küla";"0";
"8569";"Tänassilma küla";"99";
"8570";"Tännapere küla";"0";
"8572";"Tänassilma küla";"100";
"8573";"Tännassilma küla";"0";
"8575";"Tännassilma küla";"73";
"8576";"Tärkma küla";"100";
"8577";"Täpsi küla";"0";
"8578";"Tärivere küla";"55";
"8581";"Täsvere küla";"35";
"8586";"Tääksi küla";"89";
"8587";"Täätsi küla";"0";
"8588";"Tühjasma küla";"5";
"5789";"Paasiku küla";"9";
"5792";"Paaste küla";"0";
"5793";"Paate küla";"90";
"5794";"Paasvere küla";"54";
"5796";"Paatna küla";"0";
"8590";"Tüki küla";"71";
"8593";"Abja-Vanamõisa küla";"48";
"8595";"Türi linn";"12";
"8596";"Türi-Alliku küla";"0";
"8599";"Türisalu küla";"100";
"6349";"Prandi küla";"39";
"6354";"Prangli küla";"8";
"6357";"Prassi küla";"100";
"6360";"Preedi küla";"0";
"6368";"Prillimäe alevik";"100";
"6377";"Prääma küla";"100";
"6401";"Puhtaleiva küla";"100";
"6402";"Puiatu küla";"0";
"6403";"Puiatu küla";"0";
"6404";"Puiatu küla";"0";
"6405";"Puiatu küla";"100";
"6406";"Puiatu küla";"0";
"6413";"Puise küla";"0";
"6415";"Pukamäe küla";"74";
"6416";"Puka küla";"0";
"6418";"Puka küla";"100";
"6419";"Puliste küla";"0";
"6420";"Pulgoja küla";"88";
"1371";"Aruküla";"87";
"1372";"Aruküla";"0";
"1373";"Aruküla alevik";"100";
"1374";"Aruküla";"96";
"1375";"Aruküla";"0";
"1377";"Aruküla";"0";
"1381";"Arumäe küla";"64";
"1382";"Arupäälse küla";"0";
"1383";"Arupää küla";"26";
"1386";"Arussaare küla";"82";
"1388";"Arusta küla";"33";
"1389";"Aruste küla";"0";
"1391";"Aruvalla küla";"68";
"1393";"Aruvälja küla";"0";
"1394";"Aruvälja küla";"68";
"1395";"Aruvälja küla";"0";
"1398";"Arvila küla";"63";
"6422";"Pullevere küla";"0";
"6423";"Pulleritsu küla";"85";
"6425";"Pulli küla";"95";
"6426";"Pulli küla";"0";
"6427";"Pulli küla";"92";
"6429";"Punaküla";"18";
"6432";"Punikvere küla";"100";
"6437";"Pupastvere küla";"55";
"6438";"Purga küla";"0";
"6440";"Purdi küla";"15";
"6443";"Purila küla";"0";
"6445";"Purku küla";"97";
"6448";"Purtsa küla";"0";
"6450";"Purtse küla";"92";
"6453";"Purtsi küla";"49";
"6455";"Puru küla";"91";
"6458";"Pusi küla";"81";
"6460";"Putkaste küla";"100";
"6462";"Pusku küla";"0";
"6464";"Putkaste küla";"10";
"7002";"Rimmu küla";"0";
"7003";"Ringuta küla";"100";
"7006";"Rinsi küla";"0";
"7009";"Risti küla";"100";
"7011";"Risti alevik";"100";
"7012";"Ristiküla";"100";
"7013";"Ristiküla";"96";
"7014";"Ristivälja küla";"80";
"7015";"Risu-Suurküla";"0";
"7016";"Ristipalo küla";"94";
"7024";"Riuma küla";"38";
"7028";"Roela alevik";"71";
"7029";"Rohense küla";"0";
"7031";"Rohe küla";"0";
"7034";"Rohu küla";"93";
"9394";"Viru-Jaagupi alevik";"100";
"9395";"Viru-Kabala küla";"91";
"7036";"Rohuküla";"0";
"7042";"Roiu alevik";"100";
"7043";"Ronisoo küla";"88";
"7048";"Ronivere küla";"0";
"7051";"Roobaka küla";"0";
"7056";"Roobuka küla";"97";
"7058";"Roodevälja küla";"100";
"7061";"Roodi küla";"74";
"7063";"Roodu küla";"4";
"7064";"Rooglaiu küla";"0";
"7066";"Rookse küla";"82";
"7068";"Rooküla";"1";
"7076";"Roosilla küla";"0";
"7077";"Rooslepa küla / Roslep";"0";
"7081";"Roosna küla";"0";
"7083";"Roosna-Alliku alevik";"100";
"2420";"Kaasikaia küla";"10";
"2421";"Kaaruka küla";"0";
"2424";"Kaasiksaare küla";"76";
"9399";"Viru-Nigula alevik";"100";
"7085";"Rootsi küla";"11";
"7086";"Roostoja küla";"0";
"7087";"Rootsi küla";"27";
"7089";"Rootsiküla";"0";
"7090";"Rootsiküla";"13";
"7091";"Rootsi-Aruküla";"0";
"7093";"Rootsivere küla";"0";
"7095";"Roovere küla";"0";
"2426";"Kaasiku küla";"0";
"2427";"Kaasiku küla";"45";
"2428";"Kaasiku küla";"73";
"2429";"Kaasikvälja küla";"0";
"2430";"Kaasiku küla";"95";
"2431";"Kaatermu küla";"0";
"2433";"Kaatsi küla";"0";
"2436";"Kaave küla";"77";
"2437";"Kaavere küla";"0";
"2438";"Kaavere küla";"95";
"2439";"Kaavere küla";"0";
"2444";"Kabala küla";"90";
"2445";"Kabala küla";"86";
"2446";"Kabeli küla";"92";
"2448";"Kabelimetsa küla";"96";
"2450";"Kaberla küla";"84";
"2455";"Kabila küla";"33";
"2456";"Kabila küla";"72";
"2459";"Kabina küla";"80";
"2461";"Kablaküla";"59";
"2462";"Kablima küla";"89";
"2466";"Kabrametsa küla";"0";
"2467";"Kabuna küla";"83";
"2468";"Kabriste küla";"9";
"2471";"Kadaja küla";"52";
"2472";"Kadaka küla";"50";
"2473";"Kadaka küla";"0";
"2474";"Kadaka küla";"26";
"2475";"Kadaka küla";"13";
"2476";"Kadapiku küla";"70";
"2479";"Kadarpiku küla";"65";
"2480";"Kadiküla";"0";
"2482";"Kadapiku küla";"0";
"2484";"Kadila küla";"100";
"2485";"Kadja küla";"0";
"2486";"Kadjaste küla";"71";
"2489";"Kadrina küla";"12";
"2490";"Kadrina alevik";"100";
"2493";"Kaelase küla";"0";
"2495";"Kaera küla";"83";
"2496";"Kaerepere alevik";"98";
"2497";"Kaevere küla";"0";
"2498";"Kaerepere küla";"100";
"2503";"Kaevussaare küla";"0";
"2510";"Kahala küla";"96";
"2517";"Kahtla küla";"97";
"2520";"Kahula küla";"59";
"2522";"Kahutsi küla";"61";
"2523";"Kaiavere küla";"0";
"2525";"Kaiavere küla";"0";
"2528";"Kaidma küla";"21";
"2530";"Kaigepere küla";"69";
"2533";"Kaigutsi küla";"0";
"4200";"Leevre küla";"0";
"4206";"Lehetu küla";"91";
"4208";"Lehmja küla";"100";
"4209";"Lehtma küla";"0";
"4211";"Lehola küla";"95";
"4213";"Lehtmetsa küla";"40";
"4214";"Lehtmetsa küla";"92";
"4215";"Lehtmetsa küla";"0";
"4216";"Lehtmetsa küla";"0";
"4217";"Lehtse alevik";"100";
"4219";"Lehu küla";"100";
"4221";"Leibre küla";"70";
"2538";"Kailuka küla";"65";
"2540";"Kaimi küla";"64";
"4223";"Leigri küla";"0";
"4225";"Leie küla";"87";
"4226";"Leikude küla";"0";
"4230";"Leila küla";"0";
"4232";"Leina küla";"0";
"4233";"Leina küla";"0";
"4235";"Leipste küla";"48";
"4237";"Leisi alevik";"0";
"4238";"Leisi küla";"100";
"4242";"Leistu küla";"0";
"4248";"Lellapere küla";"0";
"4250";"Lelle alevik";"100";
"4253";"Lelu küla";"31";
"4256";"Lembevere küla";"31";
"4258";"Lemmaku küla";"0";
"4261";"Lemmakõnnu küla";"0";
"4263";"Lemmaru küla";"79";
"4266";"Lemmatsi küla";"86";
"4268";"Lemmetsa küla";"69";
"4271";"Lemmikküla";"100";
"4273";"Lemmküla";"0";
"4276";"Lemsi küla";"0";
"4278";"Lemuvere küla";"3";
"4284";"Lepaküla";"86";
"4287";"Lepiksaare küla";"100";
"4289";"Lepaste küla";"22";
"7902";"Sõrumäe küla";"0";
"7905";"Sõrve küla";"90";
"7908";"Sõtke küla";"54";
"7909";"Sõtke küla";"34";
"7912";"Sõõrike küla";"0";
"7913";"Sõõru küla";"0";
"7918";"Säkna küla";"0";
"7921";"Sälliksaare küla";"0";
"7924";"Sälliku küla";"0";
"7925";"Sämi-Tagaküla";"8";
"7927";"Sämi küla";"69";
"7935";"Särevere alevik";"0";
"7938";"Särgla küla";"0";
"7943";"Sätsuvere küla";"55";
"7946";"Sääla küla";"36";
"7949";"Sääre küla";"97";
"7951";"Sääre küla";"0";
"7953";"Sääritsa küla";"35";
"7956";"Sääse alevik";"44";
"7958";"Sääsekõrva küla";"87";
"7961";"Sääsküla";"0";
"7962";"Sääsküla";"97";
"7963";"Sääsküla";"0";
"7964";"Säässaare küla";"41";
"7967";"Säästla küla";"98";
"7971";"Söderby küla";"0";
"7975";"Sülgoja küla";"36";
"7978";"Sürgavere küla";"94";
"7983";"Süvalepa küla";"0";
"7988";"Taabri küla";"0";
"7991";"Taadikvere küla";"0";
"7996";"Taali küla";"94";
"7998";"Taaliku küla";"26";
"3637";"Kureküla alevik";"41";
"3642";"Kuremaa alevik";"100";
"3644";"Kuremäe küla";"98";
"3648";"Kurena küla";"68";
"3652";"Kurepalu küla";"100";
"3654";"Kurese küla";"0";
